"Category","Description","Data.Carbohydrate","Data.Fiber","Data.Kilocalories","Data.Protein","Data.Sugar Total","Data.Water","Data.Fat.Saturated Fat","Data.Fat.Total Lipid"
"ALCOHOLIC BEV","ALCOHOLIC BEV,DISTILLED,ALL 100 PROOF",0,0,295,0,0,57.5,0,0
"ALCOHOLIC BEV","ALCOHOLIC BEV,LIQUEUR,COFFEE,63 PROOF",32.2,0,308,0.1,32.20000076,41.4,0.106,0.3
"ALCOHOLIC BEV","ALCOHOLIC BEV,WINE,DSSRT,DRY",11.67,0,152,0.2,1.090000033,72.53,0,0
"CARBONATED BEV","CARBONATED BEV,LOCAL,OTHR THAN COLA OR PEP,W/ NA SAC,WO/ CAF",0.1,0,0,0,0,99.8,0,0
"COCOA MIX","COCOA MIX,W/ ASPT,LO CAL,PDR,W/ ADD CA P,WO/ ADD NA OR VIT A",58,1.100000024,359,25.1,55.58000183,3.4,1.777,3
"FRUIT PUNCH-FLAVOR DRK","FRUIT PUNCH-FLAVOR DRK,PDR,WO/ NA",97.7,0,382,0,95.19999695,1.4,0.057,0.1
"FRUIT PUNCH-FLAVOR DRK","FRUIT PUNCH-FLAVOR DRK,PDR,WO/ NA,PREP W/H2O",9.47,0,37,0,9.229999542,90.35,0.006,0.01
"LEMONADE","LEMONADE,FRZ CONC,PINK",47.1,0.400000006,181,0.3,0,52.3,0.026,0.2
"LEMONADE","LEMONADE,FRZ CONC,PINK,PREP W/H2O",10.42,0.100000001,40,0.07,0,89.37,0.006,0.04
"TEA","TEA,BREWED,PREP W/DISTILLED H2O",0.3,0,1,0,0,99.7,0.002,0
"TEA","TEA,HERB,CHAMOMILE,BREWED",0.2,0,1,0,0,99.7,0.002,0
"TEA","TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,W/ VIT C,PDR",97.6,0,385,0.6,0,0.3,0.037,0.3
"ALCOHOLIC BEV","ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 86 PROOF",0.1,0,250,0,0,63.9,0,0
"ALCOHOLIC BEV","ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 90 PROOF",0,0,263,0,0,62.1,0,0
"CARBONATED BEV","CARBONATED BEV,CHOCOLATE-FLAVORED SODA",10.7,0,42,0,10.69999981,89.2,0,0
"WINE","WINE,NON-ALCOHOLIC",1.1,0,6,0.5,1.100000024,98.2,0,0
"WATER","WATER,BTLD,GENERIC",0,0,0,0,0,99.98,0,0
"CHOCOLATE-FLAVOR BEV MIX FOR MILK","CHOCOLATE-FLAVOR BEV MIX FOR MILK,PDR,W/ ADDED NUTR",90.28,4.5,400,4.55,81.81999969,1.1,2.273,2.27
"CHOC-FLV BEV MIX FOR MILK","CHOC-FLV BEV MIX FOR MILK,PDR,W/ ADD NUTR,PREP W/ WHL MILK",11.61,0,88,3.33,11.59000015,81.1,1.897,3.17
"WATER","WATER,BTLD,NON-CARBONATED,EVIAN",0,0,0,0,0,99.97,0,0
"TEA","TEA,RTD,UNSWTND,WENDY'S,FAST FD,WO/ ICE",0,0,1,0.22,0,99.79,0,0
"ALCOHOLIC BEV","ALCOHOLIC BEV,WINE,TABLE,RED,MERLOT",2.51,0,83,0.07,0.620000005,86.59,0,0
"WATER","WATER,NON-CARBONATED,FRUIT FLAVORS,SWTND W/ LO CAL SWTNR",0.15,0,1,0,0,99.85,0,0
"WATER W/ ADDED VITAMINS & MINERALS","WATER W/ ADDED VITAMINS & MINERALS,SWTND, FRUIT FLAVORS",5.49,0,22,0,5.489999771,94.44,0,0
"BREAKFAST TYPE DRK","BREAKFAST TYPE DRK,ORANGE FLAVOR,RED SUGAR",0.9,0,4,0.04,0.029999999,98.87,0,0
"CAMPBELL SOUP COMPANY","CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,DIET BERRY BLEND",1.23,0,4,0,0.409999996,98.7,0,0
"CAMPBELL SOUP COMPANY","CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,DIET FRUIT MEDLEY",1.26,0,4,0,0.839999974,98.8,0,0
"CAMPBELL SOUP COMPANY","CAMPBELL SOUP COMPANY,V8 SPLASH,DIET STRAWBERRY KIWI",1.26,0,4,0,0.839999974,98.8,0,0
"CAMPBELL SOUP COMPANY","CAMPBELL SOUP COMPANY,V8 SPLASH,DIET TROPICAL BLEND",1.26,0,4,0,0.419999987,98.8,0,0
"CAMPBELL SOUP COMPANY","CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,BERRY BLEND",7.41,0,29,0,7.409999847,92.2,0,0
"CAMPBELL SOUP COMPANY","CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,FRUIT MEDLEY",7.82,0,33,0,7.820000172,91.8,0,0
"CAMPBELL SOUP COMPANY","CAMPBELL SOUP COMPANY,V8 SPLASH JUC,GUAVA PASSION FRUIT",7.82,0,33,0,7.820000172,91.9,0,0
"CAMPBELL SOUP COMPANY","CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,MANGO PEACH",8.23,0,33,0,8.229999542,91.6,0,0
"CAMPBELL SOUP COMPANY","CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,ORANGE PNAPPL",7.41,0,29,0,7.409999847,91.9,0,0
"CAMPBELL SOUP COMPANY","CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,ORCHARD BLEND",7.82,0,33,0,7.820000172,92.2,0,0
"CAMPBELL SOUP COMPANY","CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,STRAWBERRY BANANA",7.41,0,29,0,7.409999847,92.2,0,0
"CAMPBELL SOUP COMPANY","CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,STRAWBERRY KIWI",7.41,0,29,0,7.409999847,92.4,0,0
"CAMPBELL SOUP COMPANY","CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,TROPICAL BLEND",7.41,0,29,0,7.409999847,92.4,0,0
"CAMPBELL SOUP COMPANY","CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,PEACH MANGO",11.38,0,49,0.41,10.56999969,87.8,0,0
"CAMPBELL SOUP COMPANY","CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,STRAWBERRY BANANA",11.79,0,49,0.41,10.15999985,87.9,0,0
"CAMPBELL SOUP COMPANY","CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,TROPICAL",11.38,0,49,0.41,10.15999985,88,0,0
"CAMPBELL SOUP COMPANY","CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,ACAI BERRY",10.98,0,45,0,10.56999969,88.4,0,0
"COFFEE SUB","COFFEE SUB,RSTD GRAIN BEV,NAT TOUCH KAFFREE ROMA,PDR",84.3,0,358,4.5,3.5,2.2,0,0.3
"ANCHOVY","ANCHOVY,EUROPEAN,RAW",0,0,131,20.35,0,73.37,1.282,4.84
"ANCHOVY","ANCHOVY,EUROPEAN,CND IN OIL,DRND SOL",0,0,210,28.89,0,50.3,2.203,9.71
"BASS","BASS,FRSH H2O,MXD SP,RAW",0,0,114,18.86,0,75.66,0.78,3.69
"BASS","BASS,STRIPED,RAW",0,0,97,17.73,0,79.22,0.507,2.33
"BLUEFISH","BLUEFISH,RAW",0,0,124,20.04,0,70.86,0.915,4.24
"BURBOT","BURBOT,RAW",0,0,90,19.31,0,79.26,0.163,0.81
"BUTTERFISH","BUTTERFISH,RAW",0,0,146,17.28,0,74.13,3.38,8.02
"CARP","CARP,RAW",0,0,127,17.83,0,76.31,1.083,5.6
"CARP","CARP,COOKED,DRY HEAT",0,0,162,22.86,0,69.63,1.388,7.17
"CATFISH","CATFISH,CHANNEL,WILD,RAW",0,0,95,16.38,0,80.36,0.722,2.82
"CATFISH","CATFISH,CHANNEL,CKD,BREADED&FRIED",8.04,0.699999988,229,18.09,0,58.81,3.288,13.33
"CAVIAR","CAVIAR,BLACK&RED,GRANULAR",4,0,252,24.6,0,47.5,4.06,17.9
"CISCO","CISCO,RAW",0,0,98,18.99,0,78.93,0.421,1.91
"CISCO","CISCO,SMOKED",0,0,177,16.36,0,69.8,1.741,11.9
"COD","COD,ATLANTIC,RAW",0,0,82,17.81,0,81.22,0.131,0.67
"COD","COD,ATLANTIC,CKD,DRY HEAT",0,0,105,22.83,0,75.92,0.168,0.86
"COD","COD,ATLANTIC,CND,SOL&LIQ",0,0,105,22.76,0,75.61,0.167,0.86
"COD","COD,ATLANTIC,DRIED&SALTED",0,0,290,62.82,0,16.14,0.462,2.37
"COD","COD,PACIFIC,RAW",0,0,82,17.9,0,81.28,0.081,0.63
"CROAKER","CROAKER,ATLANTIC,RAW",0,0,104,17.78,0,78.03,1.088,3.17
"CROAKER","CROAKER,ATLANTIC,CKD,BREADED&FRIED",7.54,0.400000006,221,18.2,0,59.76,3.476,12.67
"CUSK","CUSK,RAW",0,0,87,18.99,0,76.35,0.13,0.69
"DOLPHINFISH","DOLPHINFISH,RAW",0,0,85,18.5,0,77.55,0.188,0.7
"DRUM","DRUM,FRESHWATER,RAW",0,0,119,17.54,0,77.33,1.119,4.93
"EEL","EEL,MIXED SPECIES,RAW",0,0,184,18.44,0,68.26,2.358,11.66
"EEL","EEL,MXD SP,CKD,DRY HEAT",0,0,236,23.65,0,59.31,3.023,14.95
"FISH PORTIONS&STKS","FISH PORTIONS&STKS,FRZ,PREHTD",21.18,1.399999976,249,11.04,2.5,53.08,2.758,13.25
"FLATFISH (FLOUNDER&SOLE SP)","FLATFISH (FLOUNDER&SOLE SP),RAW",0,0,91,18.84,0,79.06,0.283,1.19
"FLATFISH (FLOUNDER&SOLE SP)","FLATFISH (FLOUNDER&SOLE SP),CKD,DRY HEAT",0,0,117,24.16,0,73.16,0.363,1.53
"GEFILTEFISH","GEFILTEFISH,COMM,SWT RECIPE",7.41,0,84,9.07,0,80.35,0.412,1.73
"GROUPER","GROUPER,MIXED SPECIES,RAW",0,0,92,19.38,0,79.22,0.233,1.02
"GROUPER","GROUPER,MXD SP,CKD,DRY HEAT",0,0,118,24.84,0,73.36,0.299,1.3
"HADDOCK","HADDOCK,RAW",0,0,87,18.91,0,79.92,0.13,0.72
"HADDOCK","HADDOCK,COOKED,DRY HEAT",0,0,112,24.24,0,74.25,0.167,0.93
"HADDOCK","HADDOCK,SMOKED",0,0,116,25.23,0,71.48,0.173,0.96
"HALIBUT","HALIBUT,ATLANTIC&PACIFIC,RAW",0,0,110,20.81,0,77.92,0.325,2.29
"HALIBUT","HALIBUT,ATLANTIC&PACIFIC,CKD,DRY HEAT",0,0,140,26.69,0,71.69,0.417,2.94
"HALIBUT","HALIBUT,GREENLAND,RAW",0,0,186,14.37,0,70.27,2.419,13.84
"HERRING","HERRING,ATLANTIC,RAW",0,0,158,17.96,0,72.05,2.04,9.04
"HERRING","HERRING,ATLANTIC,CKD,DRY HEAT",0,0,203,23.03,0,64.16,2.615,11.59
"HERRING","HERRING,ATLANTIC,PICKLED",9.64,0,262,14.19,7.710000038,55.22,2.381,18
"HERRING","HERRING,ATLANTIC,KIPPERED",0,0,217,24.58,0,59.7,2.791,12.37
"HERRING","HERRING,PACIFIC,RAW",0,0,195,16.39,0,71.52,3.257,13.88
"LING","LING,RAW",0,0,87,18.99,0,79.63,0.12,0.64
"LINGCOD","LINGCOD,RAW",0,0,85,17.66,0,81.03,0.197,1.06
"MACKEREL","MACKEREL,ATLANTIC,RAW",0,0,205,18.6,0,63.55,3.257,13.89
"MACKEREL","MACKEREL,ATLANTIC,CKD,DRY HEAT",0,0,262,23.85,0,53.27,4.176,17.81
"MACKEREL","MACKEREL,JACK,CND,DRND SOL",0,0,156,23.19,0,69.17,1.857,6.3
"MACKEREL","MACKEREL,KING,RAW",0,0,105,20.28,0,75.85,0.363,2
"MACKEREL","MACKEREL,PACIFIC&JACK,MXD SP,RAW",0,0,158,20.07,0,70.15,2.247,7.89
"MACKEREL","MACKEREL,SPANISH,RAW",0,0,139,19.29,0,71.67,1.828,6.3
"MACKEREL","MACKEREL,SPANISH,CKD,DRY HEAT",0,0,158,23.59,0,68.46,1.801,6.32
"MILKFISH","MILKFISH,RAW",0,0,148,20.53,0,70.85,1.66,6.73
"MONKFISH","MONKFISH,RAW",0,0,76,14.48,0,83.24,0.34,1.52
"MULLET","MULLET,STRIPED,RAW",0,0,117,19.35,0,77.01,1.116,3.79
"MULLET","MULLET,STRIPED,CKD,DRY HEAT",0,0,150,24.81,0,70.52,1.431,4.86
"OCEAN PERCH","OCEAN PERCH,ATLANTIC,RAW",0,0,94,18.62,0,78.7,0.244,1.63
"OCEAN PERCH","OCEAN PERCH,ATLANTIC,CKD,DRY HEAT",0,0,121,23.88,0,72.69,0.313,2.09
"POUT","POUT,OCEAN,RAW",0,0,79,16.64,0,81.36,0.32,0.91
"PERCH","PERCH,MIXED SPECIES,RAW",0,0,91,19.39,0,79.13,0.185,0.92
"PERCH","PERCH,MXD SP,CKD,DRY HEAT",0,0,117,24.86,0,73.25,0.237,1.18
"PIKE","PIKE,NORTHERN,RAW",0,0,88,19.26,0,78.92,0.118,0.69
"PIKE","PIKE,NORTHERN,CKD,DRY HEAT",0,0,113,24.69,0,72.97,0.151,0.88
"PIKE","PIKE,WALLEYE,RAW",0,0,93,19.14,0,79.31,0.249,1.22
"POLLOCK","POLLOCK,ATLANTIC,RAW",0,0,92,19.44,0,78.18,0.135,0.98
"POLLOCK","POLLOCK,WALLEYE,RAW",0,0,81,17.18,0,81.56,0.164,0.8
"POLLOCK","POLLOCK,WALLEYE,CKD,DRY HEAT",0,0,113,23.51,0,74.06,0.231,1.12
"POMPANO","POMPANO,FLORIDA,RAW",0,0,164,18.48,0,71.12,3.509,9.47
"POMPANO","POMPANO,FLORIDA,CKD,DRY HEAT",0,0,211,23.69,0,62.97,4.499,12.14
"ROCKFISH","ROCKFISH,PACIFIC,MXD SP,RAW",0,0,94,18.75,0,79.26,0.37,1.57
"ROCKFISH","ROCKFISH,PACIFIC,MXD SP,CKD,DRY HEAT",0,0,121,24.04,0,73.41,0.474,2.01
"ROE","ROE,MIXED SPECIES,RAW",1.5,0,143,22.32,0,67.73,1.456,6.42
"ROUGHY","ROUGHY,ORANGE,RAW",0,0,76,16.41,0,75.67,0.015,0.7
"SABLEFISH","SABLEFISH,RAW",0,0,195,13.41,0,71.02,3.201,15.3
"SABLEFISH","SABLEFISH,SMOKED",0,0,257,17.65,0,60.14,4.213,20.14
"SALMON","SALMON,ATLANTIC,WILD,RAW",0,0,142,19.84,0,68.5,0.981,6.34
"SALMON","SALMON,CHINOOK,SMOKED",0,0,117,18.28,0,72,0.929,4.32
"SALMON","SALMON,CHINOOK,RAW",0,0,179,19.93,0,71.64,3.1,10.43
"SALMON","SALMON,CHUM,RAW",0,0,120,20.14,0,75.38,0.84,3.77
"SALMON","SALMON,CHUM,DRND SOL W/BONE",0,0,141,21.43,0,70.77,1.486,5.5
"SALMON","SALMON,COHO,WILD,RAW",0,0,146,21.62,0,72.66,1.26,5.93
"SALMON","SALMON,COHO,WILD,CKD,MOIST HEAT",0,0,184,27.36,0,65.39,1.595,7.5
"SALMON","SALMON,PINK,RAW",0,0,116,19.94,0,76.35,0.558,3.45
"SALMON","SALMON,PINK,CND,SOL W/BONE&LIQ",0,0,139,19.78,0,68.81,1.535,6.05
"SALMON","SALMON,SOCKEYE,RAW",0,0,168,21.3,0,70.24,1.495,8.56
"SALMON","SALMON,SOCKEYE,CKD,DRY HEAT",0,0,216,27.31,0,61.84,1.917,10.97
"SALMON","SALMON,SOCKEYE,CND,DRND SOL W/BONE",0,0,166,23.33,0,67.51,1.567,7.31
"SARDINE","SARDINE,ATLANTIC,CND IN OIL,DRND SOL W/BONE",0,0,208,24.62,0,59.61,1.528,11.45
"SARDINE","SARDINE,PACIFIC,CND IN TOMATO SAU,DRND SOL W/BONE",0.74,0.100000001,186,20.86,0.430000007,66.65,2.686,10.46
"SCUP","SCUP,RAW",0,0,105,18.88,0,75.37,0.64,2.73
"SEA BASS","SEA BASS,MXD SP,RAW",0,0,97,18.43,0,78.27,0.511,2
"SEA BASS","SEA BASS,MXD SP,CKD,DRY HEAT",0,0,124,23.63,0,72.14,0.655,2.56
"SEATROUT","SEATROUT,MXD SP,RAW",0,0,104,16.74,0,78.09,1.009,3.61
"SHAD","SHAD,AMERICAN,RAW",0,0,197,16.93,0,68.19,3.126,13.77
"SHARK","SHARK,MIXED SPECIES,RAW",0,0,130,20.98,0,73.58,0.925,4.51
"SHARK","SHARK,MXD SP,CKD,BATTER-DIPPED&FRIED",6.39,0,228,18.62,0,60.09,3.205,13.82
"SHEEPSHEAD","SHEEPSHEAD,RAW",0,0,108,20.21,0,77.97,0.609,2.41
"SHEEPSHEAD","SHEEPSHEAD,CKD,DRY HEAT",0,0,126,26.02,0,69.04,0.36,1.63
"SMELT","SMELT,RAINBOW,RAW",0,0,97,17.63,0,78.77,0.452,2.42
"SMELT","SMELT,RAINBOW,CKD,DRY HEAT",0,0,124,22.6,0,72.79,0.579,3.1
"SNAPPER","SNAPPER,MIXED SPECIES,RAW",0,0,100,20.51,0,76.87,0.285,1.34
"SNAPPER","SNAPPER,MXD SP,CKD,DRY HEAT",0,0,128,26.3,0,70.35,0.365,1.72
"SPOT","SPOT,RAW",0,0,123,18.51,0,75.95,1.45,4.9
"STURGEON","STURGEON,MXD SP,RAW",0,0,105,16.14,0,76.55,0.915,4.04
"STURGEON","STURGEON,MXD SP,CKD,DRY HEAT",0,0,135,20.7,0,69.94,1.173,5.18
"STURGEON","STURGEON,MXD SP,SMOKED",0,0,173,31.2,0,62.5,1.037,4.4
"SUCKER","SUCKER,WHITE,RAW",0,0,92,16.76,0,79.71,0.452,2.32
"SUNFISH","SUNFISH,PUMPKIN SEED,RAW",0,0,89,19.4,0,79.5,0.139,0.7
"No Category","SURIMI",6.85,0,99,15.18,0,76.34,0.191,0.9
"SWORDFISH","SWORDFISH,RAW",0,0,121,19.8,0,75.62,1.097,4.01
"SWORDFISH","SWORDFISH,COOKED,DRY HEAT",0,0,155,25.39,0,68.75,1.406,5.14
"TILEFISH","TILEFISH,RAW",0,0,96,17.5,0,78.9,0.441,2.31
"TILEFISH","TILEFISH,COOKED,DRY HEAT",0,0,147,24.49,0,70.24,0.868,4.69
"TROUT","TROUT,MIXED SPECIES,RAW",0,0,148,20.77,0,71.42,1.149,6.61
"TROUT","TROUT,RAINBOW,WILD,RAW",0,0,119,20.48,0,71.87,0.722,3.46
"TROUT","TROUT,RAINBOW,WILD,CKD,DRY HEAT",0,0,150,22.92,0,70.5,1.619,5.82
"TUNA","TUNA,FRESH,BLUEFIN,RAW",0,0,144,23.33,0,68.09,1.257,4.9
"TUNA","TUNA,FRSH,BLUEFIN,CKD,DRY HEAT",0,0,184,29.91,0,59.09,1.612,6.28
"TUNA","TUNA,LT,CND IN OIL,DRND SOL",0,0,198,29.13,0,59.83,1.534,8.21
"TUNA","TUNA,LT,CND IN H2O,DRND SOL",0,0,116,25.51,0,74.51,0.234,0.82
"TUNA","TUNA,FRESH,SKIPJACK,RAW",0,0,103,22,0,70.58,0.328,1.01
"TUNA","TUNA,WHITE,CND IN OIL,DRND SOL",0,0,186,26.53,0,64.02,1.28,8.08
"TUNA","TUNA,WHITE,CND IN H2O,DRND SOL",0,0,128,23.62,0,73.19,0.792,2.97
"TUNA","TUNA,FRESH,YELLOWFIN,RAW",0,0,108,23.38,0,70.99,0.235,0.95
"No Category","TUNA SALAD",9.41,0,187,16.04,0,63.16,1.544,9.26
"TURBOT","TURBOT,EUROPEAN,RAW",0,0,95,16.05,0,76.95,0.75,2.95
"WHITEFISH","WHITEFISH,MXD SP,RAW",0,0,134,19.09,0,72.77,0.906,5.86
"WHITEFISH","WHITEFISH,MXD SP,SMOKED",0,0,108,23.4,0,70.83,0.228,0.93
"WHITING","WHITING,MIXED SPECIES,RAW",0,0,90,18.31,0,80.27,0.247,1.31
"WHITING","WHITING,MXD SP,CKD,DRY HEAT",0,0,116,23.48,0,74.71,0.4,1.69
"WOLFFISH","WOLFFISH,ATLANTIC,RAW",0,0,96,17.5,0,79.9,0.365,2.39
"YELLOWTAIL","YELLOWTAIL,MXD SP,RAW",0,0,146,23.14,0,74.52,1.28,5.24
"CRAB","CRAB,ALASKA KING,RAW",0,0,84,18.29,0,79.57,0.09,0.6
"CRAB","CRAB,ALASKA KING,CKD,MOIST HEAT",0,0,97,19.35,0,77.55,0.133,1.54
"CRAB","CRAB,ALASKA KING,IMITN,MADE FROM SURIMI",15,0.5,95,7.62,6.25,74.66,0.176,0.46
"CRAB","CRAB,BLUE,RAW",0.04,0,87,18.06,0,79.02,0.222,1.08
"CRAB","CRAB,BLUE,CKD,MOIST HEAT",0,0,102,20.2,0,77.43,0.228,1.77
"CRAB","CRAB,BLUE,CANNED",0,0,99,20.52,0,76.16,0.252,1.23
"CRAB","CRAB,BLUE,CRAB CAKES",0.48,0,155,20.21,0,71,1.483,7.52
"CRAB","CRAB,DUNGENESS,RAW",0.74,0,86,17.41,0,79.18,0.132,0.97
"CRAB","CRAB,QUEEN,RAW",0,0,90,18.5,0,80.58,0.143,1.18
"CRAYFISH","CRAYFISH,MXD SP,WILD,RAW",0,0,77,15.97,0,82.24,0.159,0.95
"CRAYFISH","CRAYFISH,MXD SP,WILD,CKD,MOIST HEAT",0,0,82,16.77,0,79.37,0.181,1.2
"LOBSTER","LOBSTER,NORTHERN,RAW",0.5,0,90,18.8,0,76.76,0.18,0.9
"LOBSTER","LOBSTER,NORTHERN,CKD,MOIST HEAT",1.28,0,98,20.5,0,76.03,0.107,0.59
"SHRIMP","SHRIMP,MIXED SPECIES,RAW",0.91,0,106,20.31,0,75.86,0.328,1.73
"SHRIMP","SHRIMP,MXD SP,CKD,BREADED&FRIED",11.47,0.400000006,242,21.39,0,52.86,2.087,12.28
"SHRIMP","SHRIMP,MXD SP,CKD,MOIST HEAT",0,0,99,20.91,0,77.28,0.289,1.08
"SHRIMP","SHRIMP,MXD SP,CND",0,0,100,20.42,0,75.85,0.188,1.36
"SHRIMP","SHRIMP,MXD SP,IMITN,MADE FROM SURIMI",9.13,0,101,12.39,0,74.91,0.29,1.47
"SPINY LOBSTER","SPINY LOBSTER,MXD SP,RAW",2.43,0,112,20.6,0,74.07,0.237,1.51
"ABALONE","ABALONE,MIXED SPECIES,RAW",6.01,0,105,17.1,0,74.56,0.149,0.76
"ABALONE","ABALONE,MXD SP,CKD,FRIED",11.05,0,189,19.63,0,60.1,1.646,6.78
"CLAM","CLAM,MIXED SPECIES,RAW",2.57,0,74,12.77,0,81.82,0.094,0.97
"CLAM","CLAM,MXD SP,CKD,BREADED&FRIED",10.33,0,202,14.24,0,61.55,2.683,11.15
"CLAM","CLAM,MXD SP,CKD,MOIST HEAT",5.13,0,148,25.55,0,63.64,0.188,1.95
"CLAM","CLAM,MXD SP,CND,DRND SOL",5.13,0,148,25.55,0,63.64,0.188,1.95
"CLAM","CLAM,MXD SP,CND,LIQ",0.1,0,2,0.4,0,97.7,0.002,0.02
"CUTTLEFISH","CUTTLEFISH,MXD SP,RAW",0.82,0,79,16.24,0,80.56,0.118,0.7
"MUSSEL","MUSSEL,BLUE,RAW",3.69,0,86,11.9,0,80.58,0.425,2.24
"MUSSEL","MUSSEL,BLUE,CKD,MOIST HEAT",7.39,0,172,23.8,0,61.15,0.85,4.48
"OCTOPUS","OCTOPUS,COMMON,RAW",2.2,0,82,14.91,0,80.25,0.227,1.04
"OYSTER","OYSTER,EASTERN,WILD,RAW",3.91,0,68,7.05,0,85.16,0.772,2.46
"OYSTER","OYSTER,EASTERN,CKD,BREADED&FRIED",11.62,0,197,8.77,0,64.72,3.197,12.58
"OYSTER","OYSTER,EASTERN,WILD,CKD,MOIST HEAT",7.82,0,137,14.1,0,70.32,1.544,4.91
"OYSTER","OYSTER,EASTERN,CANNED",3.91,0,69,7.06,0,85.14,0.631,2.47
"OYSTER","OYSTER,PACIFIC,RAW",4.95,0,81,9.45,0,82.06,0.51,2.3
"SCALLOP","SCALLOP,MIXED SPECIES,RAW",2.36,0,88,16.78,0,78.57,0.079,0.76
"SCALLOP","SCALLOP,MXD SP,CKD,BREADED&FRIED",10.13,0,215,18.07,0,58.44,2.669,10.94
"SCALLOP","SCALLOP,MXD SP,IMITN,MADE FROM SURIMI",10.62,0,99,12.77,0,73.82,0.08,0.41
"SQUID","SQUID,MIXED SPECIES,RAW",3.08,0,92,15.58,0,78.55,0.358,1.38
"SQUID","SQUID,MXD SP,CKD,FRIED",7.79,0,175,17.94,0,64.54,1.878,7.48
"WHELK","WHELK,UNSPECIFIED,RAW",7.76,0,137,23.84,0,66,0.031,0.4
"WHELK","WHELK,UNSPEC,CKD,MOIST HEAT",15.52,0,275,47.68,0,32,0.062,0.8
"SALMON","SALMON,CHINOOK,SMOKED,(LOX),REG",0,0,117,18.28,0,72,0.929,4.32
"SALMON","SALMON,CHUM,CND,WO/SALT,DRND SOL W/BONE",0,0,141,21.43,0,70.77,1.486,5.5
"SALMON","SALMON,PINK,CND,WO/SALT,SOL W/BONE&LIQ",0,0,139,19.78,0,70.03,1.535,6.05
"SALMON","SALMON,SOCKEYE,CND,WO/SALT,DRND SOL W/BONE",0,0,153,20.47,0,68.72,1.644,7.31
"TUNA","TUNA,LT,CND IN OIL,WO/SALT,DRND SOL",0,0,198,29.13,0,59.83,1.534,8.21
"TUNA","TUNA,LT,CND IN H2O,WO/SALT,DRND SOL",0,0,116,25.51,0,75.21,0.234,0.82
"TUNA","TUNA,WHITE,CND IN OIL,WO/SALT,DRND SOL",0,0,186,26.53,0,64.02,1.65,8.08
"TUNA","TUNA,WHITE,CND IN H2O,WO/SALT,DRND SOL",0,0,128,23.62,0,74.02,0.792,2.97
"BASS","BASS,FRESHWATER,MXD SP,CKD,DRY HEAT",0,0,146,24.18,0,68.79,1.001,4.73
"BASS","BASS,STRIPED,CKD,DRY HEAT",0,0,124,22.73,0,73.36,0.65,2.99
"BLUEFISH","BLUEFISH,COOKED,DRY HEAT",0,0,159,25.69,0,62.64,1.172,5.44
"BURBOT","BURBOT,COOKED,DRY HEAT",0,0,115,24.76,0,73.41,0.209,1.04
"BUTTERFISH","BUTTERFISH,CKD,DRY HEAT",0,0,187,22.15,0,66.83,0,10.28
"COD","COD,PACIFIC,CKD,DRY HEAT",0,0,105,22.95,0,76,0.104,0.81
"CUSK","CUSK,COOKED,DRY HEAT",0,0,112,24.35,0,69.68,0,0.88
"DOLPHINFISH","DOLPHINFISH,CKD,DRY HEAT",0,0,109,23.72,0,71.22,0.241,0.9
"DRUM","DRUM,FRESHWATER,CKD,DRY HEAT",0,0,153,22.49,0,70.94,1.434,6.32
"HALIBUT","HALIBUT,GREENLAND,CKD,DRY HEAT",0,0,239,18.42,0,61.88,3.102,17.74
"HERRING","HERRING,PACIFIC,CKD,DRY HEAT",0,0,250,21.01,0,63.49,4.174,17.79
"LING","LING,COOKED,DRY HEAT",0,0,111,24.35,0,73.88,0,0.82
"LINGCOD","LINGCOD,COOKED,DRY HEAT",0,0,109,22.64,0,75.68,0.255,1.36
"MACKEREL","MACKEREL,KING,CKD,DRY HEAT",0,0,134,26,0,69.04,0.465,2.56
"MACKEREL","MACKEREL,PACIFIC&JACK,MXD SP,CKD,DRY HEAT",0,0,201,25.73,0,61.73,2.881,10.12
"MILKFISH","MILKFISH,COOKED,DRY HEAT",0,0,190,26.32,0,62.63,0,8.63
"MONKFISH","MONKFISH,COOKED,DRY HEAT",0,0,97,18.56,0,78.51,0,1.95
"PIKE","PIKE,WALLEYE,CKD,DRY HEAT",0,0,119,24.54,0,73.47,0.319,1.56
"POLLOCK","POLLOCK,ATLANTIC,CKD,DRY HEAT",0,0,118,24.92,0,72.03,0.17,1.26
